id,section,user,timestamp,comment,parent_id,indent_level,article,page_id
2650394_bc5bce_1,2008-2009,RCoulthard,"14:07, 19 February 2008","Can somebody who knows add the correct abbreviation please, obviously it's not bpm because that's used for heart rate.",,0,Respiratory rate,2650394
2650394_bc5bce_2,2008-2009,NateBillington,"18:10, 29 November 2009",Perhaps this article and the Respiratory minute volume article should be merged.--,,0,Respiratory rate,2650394
2650394_1ab1ff_1,Definite,198.60.159.10,"17:30, 14 September 2007","Definite need for revision, especially in the ""Optimum rate"" section, which stops in midst a sentence.  —Preceding unsigned comment added by",,0,Respiratory rate,2650394
2650394_d06cd7_1,Optimum Breathing,72.188.254.170,"01:22, 22 September 2007",This section is missing something. How do I report it?  —Preceding unsigned comment added by,,0,Respiratory rate,2650394
2650394_33e2fc_1,"Some info to include, biologists",Atethnekos,"03:08, 15 April 2009",What determines the respiratory rate?  What part of the nervous system is in involved in determining the breathing rate? What is this determination a function of (CO2 level in blood?) --,,0,Respiratory rate,2650394
2650394_6634b7_1,respiratory rates in animals,Macholl,"12:53, 12 June 2009","If someone has information on respiratory rates in animals, that might be worth a section in this article.  —Preceding unsigned comment added by",,0,Respiratory rate,2650394
2650394_9d2ac5_1,some clarification needed,Randicoot,"17:40, 10 August 2011","In the second paragraph it says that ""However it is not yet proven..."" What is it that's not proven? It seems like there may have been a statement about some studies that possibly was deleted.
Also, under the heading Normal Range, it says ""(12/60 Hz)"". Hertz is rate per minute, so the proper way to say the average resp. rate is just ""12 Hz"". Is the 12/60 Hz how it appears in the references?",,0,Respiratory rate,2650394
2650394_6f6f07_1,Lower limits are clearly wrong,Count Iblis,"04:31, 3 October 2014","My respiratory rate in rest is only about 6 to 7 breaths per minute while I'm perfectly healthy. So, I think the lower limits are bogus, they likely only apply to people who are not very fit.",,0,Respiratory rate,2650394
2650394_6f6f07_2,Lower limits are clearly wrong,Dicklyon,"05:32, 3 October 2014","The recent uncommented change that I reverted moved in the wrong direction.  There are plenty of sources if someone wants to pick a good one and update the data and cite it.  Seems like most people have a higher rate than you, though.",2650394_6f6f07_1,1,Respiratory rate,2650394
2650394_6f6f07_3,Lower limits are clearly wrong,207.151.120.4,"01:22, 8 April 2014","Can some please fix the respiratory rate ranges here. Anyone in the medical profession knows that these ranges given are completely wrong. For adults it is 12-16, maybe 12-20 but definitely not 18 to 22. Stop using textbooks and get the most recent systematic literature review.   — Preceding unsigned comment added by",,0,Respiratory rate,2650394
2650394_6f6f07_4,Lower limits are clearly wrong,Dicklyon,"05:35, 3 October 2014",:WP:SOFIXIT.,,0,Respiratory rate,2650394
232921_e99e47_1,Commments,Thatcher131,"03:48, 13 February 2006","Merged the article X-linked severe combined immunodeficiency into this one.  Hope the author of that article isn't too upset because I didn't keep a lot, but it was mostly a cut and paste job from the NIH.
However while working on this article I found the labeling of the main form of SCID as ""IL-7 signalling pathway"" to be confusing and misleading.  As I hope the revised article makes clear, defects in the common gamma chain affect not just IL-7 but also IL-2, IL-4, IL-9 and IL-15, so it is misleading to call it IL-7 related.  I changed the name to ""common gamma chain (X-linked SCID) to make it clear to readers that this is the common, X-linked form.  I then added in some info about inheritance, and split the Jak-3 into its own section.  Hope that's clear.",,0,Severe combined immunodeficiency,232921
232921_e99e47_2,Commments,Neffk,"19:05, 10 January 2007","According to Janeway et al, Immuno Biology, SCID is not necessary a crippeling of the B-lymphocytes. It can also be a crippeling only of a T cell gene for example CD40L causing a defect in transmitting signals from T to B cells. But B cells on their own can function normally. could somebody please doubelcheck?
What is the carrier frequency?  Most of the other genetic diseases that I've researched have a carrier frequency.  Please, if you know it, add it.",,0,Severe combined immunodeficiency,232921
232921_e99e47_3,Commments,Neffk,"19:05, 10 January 2007",Why is the inheritance pattern so far into the article?  Let's put it into the first paragraph.,,0,Severe combined immunodeficiency,232921
232921_b5b44f_1,Is this interesting / useful for the artical ?,Hugothehermit,"05:48, 2 June 2007","Just a thought, as those unlucky few that know the disease personally may want to help try and find a cure, or just find out about the different approaches being used to try to cure it.",,0,Severe combined immunodeficiency,232921
232921_a1c4eb_1,Discovery,RREDD13,"19:01, 4 November 2008","I think we should add about who/when/where/how it got discovered since its about the article, I would do it but im busy, so can some one please do this.",,0,Severe combined immunodeficiency,232921
232921_39e05f_1,links to Icrack,159.92.100.204,"12:58, 14 April 2009","it has been suggested that this disease can be associated with the mutation in the gene for the protein Orai, in which T-cell activation is comprimised by the lack of Icrack  —Preceding unsigned comment added by",,0,Severe combined immunodeficiency,232921
232921_8e8067_1,correction/clarification needed,Niccast,"17:57, 30 August 2018","The 'Screening and Diagnosis' section of this article says ""About half of US states are performing screening for SCID in newborns using real-time quantitative PCR to measure the concentration of T-cell receptor excision circles.[10] Wisconsin and Massachusetts (as of February 1, 2009) screen newborns for SCID.[11][12] Michigan began screening for SCID in October 2011.[13]""
The 2nd and 3rd sentences would seem to imply that only 3 states screen newborns for SCID, while the 1st sentence says that about 25 states ('half of US states') do so. Which is correct? Or is the author trying to say that WI, MA, and MI screen by some method other than quantitative PCR?",,0,Severe combined immunodeficiency,232921
37562094_9f85c2_1,Wiki Education Foundation-supported course assignment,PrimeBOT,"03:35, 18 January 2022","40px This article is or was the subject of a Wiki Education Foundation-supported course assignment. Further details are available on the course page. Student editor(s): Chatleym, Rev20one, Mchernovsan. Peer reviewers: JMa133, Hnublis, NouL, Rpark0211.
{{small|Above undated message substituted from Template:Dashboard.wikiedu.org assignment by",,0,Simeprevir,37562094
37562094_911af7_1,Untitled,Mchernovsan,"17:46, 4 November 2016","We are planning on expanding adverse effects and improving on flow/readability, decreasing medical jargon.
We are planning on looking up other sources and thinking as non pharmacy students in order to simplify medical jargon  —&nbsp;Preceding unsigned comment added by",,0,Simeprevir,37562094
37562094_911af7_2,Untitled,Gmsah,"06:00, 7 November 2016",Changed the MOA to be just a little more descriptive. Planning to work on the PK/PD/PG section next.,,0,Simeprevir,37562094
37562094_911af7_3,Untitled,62.7.175.18,"10:46, 7 November 2016",It is quite dated - simeprevir's main use these days is not in triple therapy but in combination with sofosbuvir in interferon-free threrapy,,0,Simeprevir,37562094
37562094_911af7_4,Untitled,JMa133,"05:28, 15 November 2016",Checked your page on 11/14/16 @ 2120 for potential plagiarism. Went through each reference and was not able to find any plagiarized material on your wiki page.,,0,Simeprevir,37562094
37562094_911af7_5,Untitled,Rpark0211,"06:42, 15 November 2016","I verified that the page has cited secondary sources that are verifiable. I found that source 20 is the same as source 9, to consolidate the two. As well, source 4, 6, 18 and 19 do not link out to articles or sources. This is either due to the article being removed or lack of public access.",,0,Simeprevir,37562094
37562094_911af7_6,Untitled,Kevin.tran,"18:56, 15 November 2016","The edits that were made and the overall formatting and styling is consistent with Wikipedia's manual of style for medicine-related articles. Medical jargon is limited for the most important information and used when necessary to describe mechanism of action and pharmacokinetics. Concepts and ideas are explained in easy to understand 'plain English' wording. The order of the sections are in-line with Wikipedia's manual. A couple of suggestions I have would be: Link the first time ""protease inhibitor"" shows up with [link] as some may not know what a protease inhibitor is. Same idea for [link] Also, instead of using ""subjects"" or ""patients,"" you could possibly use ""people"" or ""women"" when appropriate.",,0,Simeprevir,37562094
37562094_911af7_7,Untitled,NouL,"19:36, 15 November 2016",The draft submission has neutral coverage. There are no assumptions of facts and the editors did not draw any conclusions. They included relevant information with reliable sources.,,0,Simeprevir,37562094
37562094_2c77ae_1,Chemical Structure should contain Z olefine not E,130.83.196.19,"12:29, 22 March 2024","Simeprevir contains a double bond in Z configuration not E.
[link]",,0,Simeprevir,37562094
1017739_9f85c2_1,Wiki Education Foundation-supported course assignment,PrimeBOT,"10:00, 17 January 2022","40px This article was the subject of a Wiki Education Foundation-supported course assignment, between 25 November 2019 and 21 December 2019. Further details are available on the course page. Student editor(s): Atenorio2080. Peer reviewers: Crennels.
{{small|Above undated message substituted from Template:Dashboard.wikiedu.org assignment by",,0,Spinal tumor,1017739
1017739_aad653_1,note,Mylesclough,"06:32, 8 October 2005","I have been going through the list of orthopaedic conditions listed as stubs and suggesting this template for Orthopaedic Conditions (see Talk:Orthopedic surgery)
Name
Definition
Synonyms
Incidence
Pathogenesis and predisposing factors
Pathology
Stages
Classification
Natural History/Untreated Prognosis
Clinical Features
Investigation
Non-Operative Treatment
Risks of Non-Operative Treatment
Prognosis following Non-Operative Treatment
Operative Treatment (Note that each operations should have its own wiki entry)
Risks of Operative Treatment
Prognosis Post Operation
Complications
Management
Prevention
History
--",,0,Spinal tumor,1017739
1017739_f23c3b_1,Editing Workplan,Crennels,"20:23, 15 December 2019","General Format
My primary objective is to expand this article so it adheres to the Manual of Style for medicine-related articles. I intend to follow the format of the ""Brain Tumor"" wikipedia article, with certain adjustments as necessary, as it contains all suggested sections under the manual. This Spinal Tumor article has several sections missing and few references within the article. The following are the sections I intend to include:
Lead Section
Edit bullet point format into paragraph form.
Greatly expand the introductory section to include a summary of each section.
* Great job expanding the lead section. You did a nice job giving a preview of the rest of the article. You might consider adding a signpost for the subdivision of tumors, “There are three main types of spinal tumors classified based on their location: extradural and intradural (intradural-intramedullary and intradural-extramedullary).
*I like that you summarized even thse sections you haven’t gotten around to yet (eg prognosis) so we can see where you / future editors might go.",,0,Spinal tumor,1017739
1017739_f23c3b_1,Editing Workplan,Crennels,"20:23, 15 December 2019","Signs and Symptoms
Rename ""Symptoms"" section as ""Signs and Symptoms"".
Re-organize the the signs/symptoms and present them in order of most to least common.
*I like the idea of renaming to signs/symptoms, and the ordering makes sense
*When you say the diagnosis is challenging, you might consider adding a few examples of what the ddx involves – what are the more common and begign degenerative spinal diseases?",,0,Spinal tumor,1017739
1017739_f23c3b_2,Editing Workplan,Crennels,"20:23, 15 December 2019","Agree with this suggestion. Thanks.Atenorio2080 (talk)
Causes
Will create this new section that is missing.
Will mostly consist of risk factors such as exposures and genetics.
* Could you make this “causes and risk factors”? I think sometimes that communicates that risk factors can accumulate to cause a disease. Also, I have no idea if this is true – but could exposure to radiation be connected at all?",,0,Spinal tumor,1017739
1017739_f23c3b_3,Editing Workplan,Crennels,"20:23, 15 December 2019","*Thanks. Renamed causes and risk factors. Radiation is often cited as a possible cause for most tumors but I couldn't find a specific source stating this for spinal tumors, so I decided to not include it. Atenorio2080 (talk)
Pathophysiology
Will move the content written under this section under the ""Classification"" section.
Will create a new section that explains the anatomy of the spine/spinal cord and where each type of tumor arises from/is located.
* I love the links that you added here; so many obscure pieces of anatomy that need more clarification.
* You could consider breaking this up into more paragraphs (I might do this later as I edit, see if you like it): right now this is a large block of uninterrupted text and the reader may be less overwhelmed if broken up.
*This is picky but try to keep the ordering consistent btwn extradural and intradural: in the lead section you start with extradural and in the pathophysiology section you start with intradural.",,0,Spinal tumor,1017739
1017739_f23c3b_4,Editing Workplan,Crennels,"20:23, 15 December 2019","*Thanks for the suggestion. This is how I broke down the paragraphs: Anatomy of spinal cord, location of intradural vs extradural tumors, and metastatic tumors.Atenorio2080 (talk)
Diagnosis
Will expand and reorganize from most commonly used to least commonly used diagnostic methods.
Will also create a ""Classification"" subheading and include the most common tumors under each classification.
*I like the subheadings here; guides the reader through the diagnostic process
*I added a link to “neurological exam” page
*Under “imaging” (I know this seems silly) I would add that the purpose of imaging is to visualize or spinal cord, which can help 1) diagnose a tumor and 2) clarify which type of tumor
*Is a biopsy ever useful?",,0,Spinal tumor,1017739
1017739_f23c3b_5,Editing Workplan,Crennels,"20:23, 15 December 2019","*It is! Added it to the lead section but have not gotten around adding it here. Atenorio2080 (talk)
Prevention/Screening
Will create this new section to include preventative measures and current screening recommendations.
*I think your plan for this section is good – the preventive measures section will be really helpful, especially the screening guidelines",,0,Spinal tumor,1017739
1017739_f23c3b_6,Editing Workplan,Crennels,"20:23, 15 December 2019","Treatment
Will expand this section to include a subheading for each type of treatment (e.g. Surgery, Radiation, etc).
Will be organized from most commonly used to least commonly used.
*It seems from your intro section that you’ll add palliative care here, too – would be cool to link to our classmates’ page!",,0,Spinal tumor,1017739
1017739_f23c3b_7,Editing Workplan,Crennels,"20:23, 15 December 2019","Prognosis
Will create this new section to include prognosis for the most common type of spinal tumors under their own subheading.
*This is great; and I’m guessing these would be based on location and then another category for metastatic?",,0,Spinal tumor,1017739
1017739_f23c3b_8,Editing Workplan,Crennels,"20:23, 15 December 2019","Epidemiology
Will create this section to include incidence, prevalence, and sex/age distribution in countries where these tumors are more common.
*Great ; you could also consider adding one statistic or two to the Intro section.",,0,Spinal tumor,1017739
1017739_f23c3b_9,Editing Workplan,Crennels,"20:23, 15 December 2019","Research
Will include only if there are significant and reliable sources.
*Love this idea. Could also expand to “Research / ongoing questions”.",,0,Spinal tumor,1017739
1017739_f23c3b_1,Editing Workplan,Crennels,"20:23, 15 December 2019","FEEDBACK General comments:
You’ve done an awesome job and have made so many clarifying edits; I appreciate your attention to the structure of the article and your thoughtful approach (eg. ordering things from most to least common). I also love that you’ve added so many links to other Wikipedia pages.
I’ll go through and do some line edits with the main goal of cutting some longer sentences and maybe breaking up the text a bit; of course feel free to reject them!
One more suggestion for the general article would be to add a picture of the spinal cord; if it’s not too much work (or maybe there is already an image) it would be great to have a picture that shows the location of each tumor. I think that would help readers to visualize as they read the intro and the Pathophysiology sections especially.
I’m excited to see your updates to the treatment section, prognosis, epidemiology, and research sections; your plans sound excellent.",,0,Spinal tumor,1017739
382271_7d748c_1,Initial comments,71.113.78.21,"12:59, 10 February 2008","This article states that Lilly bought Icos in 2006.  That is incorrect.  Icos still has not been purchased and maybe never will.----
Eli Lilly purchased ICOS Corporation for $2.3 billion dollars in 2007.",,0,Tadalafil,382271
382271_7d748c_2,Initial comments,Jesster79,"00:31, 16 Jun 2004","As with Levitra, I just had to put that bit in about what to do if a certain body part remains hard for more than four hours.
:",,0,Tadalafil,382271
382271_6abb35_1,Levitra and cialis difference,175.110.134.250,"08:48, 11 September 2011","Levitra and cialis both are PDE5 inhibitors and in which way do they differ in performance, price, customer satisfaction, Any clarifications please?
alongside the clarifications information regrading more drug ingeractions if any would be important,does it have any effect on the bone marrow?  — Preceding unsigned comment added by",,0,Tadalafil,382271
382271_6abb35_2,Levitra and cialis difference,71.113.78.21,"13:02, 10 February 2008","Levitra is not used much, so studies comparing ""customer satisfaction"" have been done between the more widely used Cialis and Viagra, and have not shown much difference. The main difference between the 3 drugs (Levitra, Viagra, and Cialis) is the duration of action/pharmacologic half-life of Cialis, which is mentioned in the article. Levitra and Cialis have similar pharmacologic properties (half-life, duration of action, time of onset) and efficacy, with Cialis being more widely used due to ""first to market"" and familiar branding",,0,Tadalafil,382271
382271_5abbdb_1,Comparison with other drugs,Eje211,"16:57, 9 May 2006",I've made a request for more information about how this drug compares to similar ones. I think other people would like to know more about this too. Thanks to anyone who can help.,,0,Tadalafil,382271
382271_500eb8_1,Cialis Drug History cleanup,Dalbury,"10:17, 28 October 2006","The section is confusing; it talks about Pfizer as if it were a drug, whereas Pfizer is the company that owns Viagra. The statement that Cialis works for up to 36 hours occurs twice in the last two sentences. And the whole thing needs to sourced. --",,0,Tadalafil,382271
382271_4190c1_1,cleaning...,DrYak,"13:36, 24 November 2006",Corrected the confusion between company (Pfizer) and drug (Viagra). The statement about the effect duration depends on the half-life of the substance. Both the mesured halfe-life and the advertised effect duration can be found in any drug data base. The problem is : most drug database are restricted to physician. The few public I know are in french. I don't know which source to mention here. Help !,,0,Tadalafil,382271
382271_4190c1_2,cleaning...,Dalbury,"16:48, 24 November 2006","If you don't know of any publicly accessible source in English, cite a French one. If someone finds a source in English, it can always be added then. .--",382271_4190c1_1,1,Tadalafil,382271
382271_0ce779_1,Niagara means 'waterfall' in latin??,Dalbury,"11:05, 26 November 2006","According to this article the word ""Niagara"" means 'waterfall' in latin.  But according to the Niagara Falls article, ""The name ""Niagara"" is said to originate from an Iroquois word ""Onguiaahra"" meaning ""The Strait."" ""  SO WHATS THE DEAL???
:Another reading of that sentence is that the name Viagra is derived from the Latin vita and from the name of the waterfall, which does not imply that 'Niagara' is from Latin. However, the whole thing is unsourced. --",,0,Tadalafil,382271
382271_e9dfd3_1,Spam,71.125.20.130,"21:39, 15 December 2006","How about a section that says something like ""Cialis has a bad reputation for being offered through spam""? --",,0,Tadalafil,382271
382271_e9dfd3_2,Spam,Dalbury,"02:20, 17 December 2006",As opposed to all the other drugs that are not offered through e-mail spam? --,382271_e9dfd3_1,1,Tadalafil,382271
382271_e9dfd3_3,Spam,84.9.98.2,"08:53, 2 May 2007","Mostly this and Viagra are in spam, I would say it's significant and notable",382271_e9dfd3_2,2,Tadalafil,382271
382271_86b5f0_1,''Causes'' erections?,Dpbsmith,"13:10, 30 December 2006","""...caused the heart patients that were participating in a clinical study of a heart medicine to have erections...""
Surely this is wrong or incorrectly phrased?
The FDA-approved package insert[[link] for Cialis says ""Some form of sexual stimulation is needed for an erection to happen with CIALIS.""",,1,Tadalafil,382271
382271_86b5f0_2,''Causes'' erections?,Oni no Akuma,"07:11, 12 September 2007","Slightly incorrectly phrased. As part of the clinical development procedure, all drugs go through a First in Man clinical trial. As it's the first time the drug has been tested in humans, all partipants are healthy young males.
::As any young male can testify, you don't really need much stimulation to obtain an erection, let alone with chemical assistance. If you're still skeptical, bear in mind that FIM trials are usually closely monitored by medical staff, which include nurses. :)",382271_86b5f0_1,2,Tadalafil,382271
382271_86b5f0_3,''Causes'' erections?,Oni no Akuma,"11:11, 13 September 2007","Ooops, forgot to mention, this was how sildenafil was discovered. The line you've highlighted is discussing the history of viagra and how that drug has affected the development of cialis.",382271_86b5f0_1,2,Tadalafil,382271
382271_86b5f0_4,''Causes'' erections?,71.113.78.21,"13:11, 10 February 2008","The aforementionned statement ""Some form of sexual stimulation is needed for an erection to happen with CIALIS"" is correct. The pivotal clinical trials conducted with Cialis were in men with erectile dysfunction, and ""spontaneous erections"" were rare (as indicated in the label). After Cialis use, sexual stimulation is required to initiate an erection.",,0,Tadalafil,382271
382271_34868a_1,Unique SMILES formula,71.41.210.146,"05:12, 29 April 2007","Should anyone want to add it to the infobox (with | smiles=&lt;formula&gt;), the Unique SMILES formula is
CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c5ccc6OCOc6c5)C1=O",,0,Tadalafil,382271
382271_99cb2c_1,encouraging competition,71.113.78.21,"13:11, 10 February 2008","The article, presumably sponsored by Eli Lilly omits to mention that other brands of Tadalafil are available e.g. Forzest from Ranbaxy Pharmaceuticals.
Tadalafil is still under patent by Eli Lilly and a generic version is not available by Ranbaxy Pharmaceuticals. Similarly, Forzest is one of many ""online"" pharmacies located outside of the US that advertises ""generic tadalafil"".",,0,Tadalafil,382271
382271_1c1a8f_1,Mechanisms of action,User38934,"01:14, 10 May 2008","the part at the end where it says that:
""Right heart failure and pulmonary oedema are the main consequences of pulmonary arterial hypertension""
is incorrect.  Right heart failure causes edema of the extremities, not the lungs,  —Preceding unsigned comment added by",,0,Tadalafil,382271
382271_4b689a_1,Ta-DA!,Pawyilee,"09:47, 1 October 2008","How did it come to be called TADA-lafil; and, ""See Alice""?",,0,Tadalafil,382271
382271_4190fb_1,Vision and Hearing Loss,76.27.101.194,"22:01, 7 January 2009","Hmmm... Is it like ""beer goggles""? ""V goggles""  ""blurry vision""; she'll do; I don't want to waste the erection!
""Hank, how come you an Alice got so many kids?"", asked Hank's friend. Hank replied ""Well, it's because I'm hard of hearing. Every night before we go to sleep, Alice asks me if I want to go to sleep now or what, and I say `what'?""  —Preceding unsigned comment added by",,0,Tadalafil,382271
382271_f9f3d4_1,Erectile Dysfunction vs. Impotence,Bigdumbdinosaur,"17:40, 11 December 2008","This article, like several others, makes the mistake of equating erectile dysfunction (ED) with impotence.  The latter is more often psychological in origin and in fact, the subject may be in perfect physical health and physically able to achieve a satisfactory erection if aroused.  On the other hand, most men suffering from ED alone can be sexually aroused, experience orgasm and ejaculate, even though they are not able to become erect.  If the subject has psychological or emotional issues that interfere with becoming sexually aroused, the entire supply of Cialis and Viagra in the known universe will be of no use.",,0,Tadalafil,382271
382271_f9f3d4_2,Erectile Dysfunction vs. Impotence,Qemist,"23:25, 7 December 2009",That's wrong. Erectile dysfunction is a synonym for male impotence. In fact impotence redirects to erectile dysfunction.  —Preceding unsigned comment added by,382271_f9f3d4_1,1,Tadalafil,382271
382271_69f76f_1,Drug interactions,Qemist,"23:31, 7 December 2009",Nitrates or nitrites? the first sentence refers to nitrates but the second specifies a nitrite. I believe the interaction is with nitrites.,,0,Tadalafil,382271
382271_252a2a_1,Chemistry section,ChemNerd,"14:45, 10 August 2010","I have removed the chemistry section because it was just a diagram and reference with no context and no explanation whatsoever.  Here is the removed content if anyone wants to use it:
:File:Tadalafil syn.png Dunn, P. J.; Org. Proc. Res. Devel. 2005, 9, 88.  [link]",,0,Tadalafil,382271
382271_fa060d_1,New hope for Peyronie's sufferers?,24.236.86.191,"01:00, 22 March 2011","A recent study concludes that low-dose daily Cialis is a safe and effective treatment option in penile scar remodeling.
Find it here:
www.ncbi.nlm.nih.gov/pubmed/21324095  —Preceding unsigned comment added by",,0,Tadalafil,382271
382271_78755a_1,Chemical diagram,Moggyland,"22:06, 11 January 2012","Please forgive me for posting at the top, I have no idea of talk page etiquette but the molecular diagram seems to be missing all its hydrogen atoms.",,0,Tadalafil,382271
382271_78755a_2,Chemical diagram,Edgar181,"22:08, 11 January 2012",The diagram is a skeletal formula and is the standard way that organic chemists depict chemical compounds such as tadalafil.  --,382271_78755a_1,1,Tadalafil,382271
382271_78755a_3,Chemical diagram,Moggyland,"22:12, 11 January 2012","I was referring not to the top diagram but to the one below, I've never seen one like that missing all its hydrogens before.",,0,Tadalafil,382271
382271_78755a_4,Chemical diagram,Edgar181,"22:19, 11 January 2012","Oh, sorry.  Hydrogen atoms are usually shown in that type of three-dimensional structure, but they are sometimes left out for clarity because it is the carbon framework rather than hydrogen atoms that contributes most to the overall geometry.  To me it doesn't seem necessary to omit them here, but shouldn't be harmful because anyone with the chemical knowledge to understand and/or use the diagram will recognize that the hydrogen atoms are implicit.    --",382271_78755a_3,1,Tadalafil,382271
382271_78755a_5,Chemical diagram,Moggyland,"22:26, 11 January 2012",Many thanks for explaining the finer points. I have little knowledge of chemistry but it just didn't look right to me.,,0,Tadalafil,382271
382271_92860e_1,dosage,173.70.174.112,"15:31, 17 January 2012",Cialis also comes in 2.5 Milligram dosage,,0,Tadalafil,382271
382271_6971a8_1,Central Asian Kingdom?,MyNameWasTaken,"23:09, 28 February 2012","This article currently starts with this:
""Cialis"" redirects here. For the Central Asian kingdom, see Karasahr.
I went to that page and I cannot for the life of me discern how or why these two articles are related. Could someone offer an explanation? I presume there must be one, but if not maybe it should be removed? --",,0,Tadalafil,382271
382271_6971a8_2,Central Asian Kingdom?,NameIsRon,"15:20, 10 November 2013","Check Karasahr again. That article shows that the name ""Cialis"" appears on a 17th-century map, and was evidently ""an Italianized transcription of the Turkic Chalish"". This material has stood in the Karasahr article since October 2009, when the disamb. line you questioned was added to the Tadalafil article. --",382271_6971a8_1,1,Tadalafil,382271
382271_d87a93_1,Patent issues and expirations,Ee1518,"20:35, 2 February 2018","[link]
[link]",,0,Tadalafil,382271
382271_7cb15e_1,Marketing,70.143.71.3,"22:17, 6 January 2014",America's Cup is not a golf event. The link points to the sailing trophy.,,0,Tadalafil,382271
382271_adcbb3_1,Dubious,Samsara,"06:46, 21 November 2016","If priapism is a concern, a short half-life should be preferred, not a longer one.",,0,Tadalafil,382271
382271_a21a50_1,Enteric coating?,Observation,"03:42, 21 May 2017","This article mentions the tablets are ""enteric coated"" (without any citation). We recently had a patient who inquired about splitting the tablets, I phoned up Eli Lilly and Company (NZ) Limited and they said the Cialis-brand tablets are NOT enteric-coated, there is NO sustained-release formulation whatsoever. They only cannot recommend halving the tablets because they haven't done any bioavailablity studies. All the sources I can find only mentions the tablets are ""film-coated"".",,0,Tadalafil,382271
382271_a21a50_2,Enteric coating?,109.150.226.71,"12:06, 15 July 2017",": After a serious search, I can find no evidence that tablets are enteric coated, and have found substantial evidence that it is not, e.g., studies of dissolution in simulated gastric juice. I have removed the unsupported claim.",,0,Tadalafil,382271
382271_b9aed5_1,Wholesale cost,Joseph A. Spadaro,"19:30, 24 May 2019","The article currently states that the wholesale cost is $45 (U.S. dollars).  Is that correct?  Does that mean for one pill?  That does not seem correct, but I could be wrong.  Thanks.",,0,Tadalafil,382271
382271_b9aed5_2,Wholesale cost,Joseph A. Spadaro,"19:31, 24 May 2019",The article states: In the UK it costs the NHS about 0.80 £ per dose as of 2019.  In the United States the wholesale cost of this amount is about 45 USD.,382271_b9aed5_1,1,Tadalafil,382271
382271_8ea477_1,The lead,Doc James,"23:19, 9 June 2019",Should be written in easier to understand language per WP:MEDMOS.,,0,Tadalafil,382271
382271_86fa26_1,Two different sources in one footnote,Josve05a,"23:01, 12 April 2020","The following reference
is linking to one article with the URL and a different (but similarly named article) with its doi. The URL was added afterwards by another user, so I've reverted that and replaced the content of the footnote with the details of the oringial article which was added to support the claim in the article.",,0,Tadalafil,382271
9134392_911af7_1,Untitled,81.107.41.207,"12:30, 21 March 2008","Removed link to tocilizumab.com, which seems to be purely a collection of sponsored links, and not an official site.",,0,Tocilizumab,9134392
9134392_911af7_2,Untitled,Karpinski,"15:16, 27 October 2008","Tocilizumab is great for halting arthritis.
[link] reports 47% of patients tested saw improvement over only 8% when methotrexate was taken alone.",,0,Tocilizumab,9134392
9134392_911af7_3,Untitled,Karpinski,"15:14, 27 October 2008",—Preceding unsigned comment added by,,0,Tocilizumab,9134392
9134392_d74220_1,Five trials,Jfdwolff,"10:25, 31 October 2008","The LITHE trial was reported extensively, but there have been several other phase III trials. [link] sums them up.",,0,Tocilizumab,9134392
9134392_b15a90_1,"""at 11 locations in China""",Doc James,"23:11, 9 April 2020",Is not really needed. It is in the reference.,,0,Tocilizumab,9134392
9134392_9dffbf_1,Text,Doc James,"02:53, 15 April 2020","""This ability to counter cytokine release syndrome, also known as a cytokine storm, enables the use of Tocilizumab to treat the  most extreme cases of COVID-19.""
We need a proper reference. No we do not have evidence that this treats the most extreme cases...",,0,Tocilizumab,9134392
64144585_9f85c2_1,Wiki Education Foundation-supported course assignment,PrimeBOT,"04:26, 18 January 2022","40px This article was the subject of a Wiki Education Foundation-supported course assignment, between 14 July 2020 and 28 August 2020. Further details are available on the course page. Student editor(s): WilliamWang002.
{{small|Above undated message substituted from Template:Dashboard.wikiedu.org assignment by",,0,Treatment and management of COVID-19,64144585
64144585_8e1505_1,Mechanical ventilation claim,Forich,"20:43, 30 April 2021","""a percentage of cases are in need of mechanical ventilation"" seems to me pretty vague.  Can we put a percentage range, or even a likelihood statement (i.e. very likely, likely), as it stands it could mean anything, really.",,0,Treatment and management of COVID-19,64144585
64144585_a39922_1,Orphaned references in [[:Management of COVID-19]],AnomieBOT,"01:56, 2 June 2020","I check pages listed in :Category:Pages with incorrect ref formatting to try to fix reference errors. One of the things I do is look for content for orphaned references in wikilinked articles. I have found content for some of :Management of COVID-19's orphans, the problem is that I found more than one version. I can't determine which (if any) is correct for this article, so I am asking for a sentient editor to look it over and copy the correct ref content into this article.
Reference named ""WHO2020QA"":
From Coronavirus disease 2019:
From Severe acute respiratory syndrome coronavirus 2:
From COVID-19 pandemic in South Asia:
From COVID-19 pandemic in Nepal:
I apologize if any of the above are effectively identical; I am just a simple computer program, so I can't determine whether minor differences are significant or not.",,0,Treatment and management of COVID-19,64144585
